datum;nkp;rlm;slp
2019-03-20 00:00:00,000;3906253,5562089;2567571,58289736;1338681,97331154
2019-03-21 00:00:00,000;3426324,3649713;2175945,51188534;1250378,85308596
2019-03-22 00:00:00,000;3813731,3943859;2648076,64615208;1165654,74823382
2019-03-23 00:00:00,000;3449209,6014311;2376600,13735703;1072609,46407407
2019-03-24 00:00:00,000;3506119,6988038;2248070,05831707;1258049,64048673
2019-03-25 00:00:00,000;4350766,7911162;2827153,09275464;1523613,69836156
2019-03-26 00:00:00,000;4405043,2517988;2861255,26660129;1543787,98519751
2019-03-27 00:00:00,000;3852881,59711;2448403,67835622;1404477,91875378
2019-03-28 00:00:00,000;3594073,6936221;2250957,38756161;1343116,30606049
2019-03-29 00:00:00,000;3848744,747926;2645443,27322067;1203301,47470533
2019-03-30 00:00:00,000;2965382,329377;2064901,04470884;900481,28466816
2019-03-31 00:00:00,000;3667157,076713;2456763,58340803;1210393,49330497
2019-04-01 00:00:00,000;4180732,57683;2881803,3762897;1298929,2005403
2019-04-02 00:00:00,000;3770298,702144;2634422,30127045;1135876,40087355
2019-04-03 00:00:00,000;3563910,5588145;2653618,217724;910292,3410905
2019-04-04 00:00:00,000;2922289,0913565;2140565,36217165;781723,72918485
2019-04-05 00:00:00,000;3581959,403619;2585078,81722305;996880,58639595
2019-04-06 00:00:00,000;3043747,296774;2292527,8501677;751219,4466063
2019-04-07 00:00:00,000;2863284,62247;2147560,56299565;715724,05947435
2019-04-08 00:00:00,000;3003189,902874;2251785,82800915;751404,07486485
2019-04-09 00:00:00,000;3876516,7159005;2866362,9450039;1010153,7708966
2019-04-10 00:00:00,000;4105228,307328;2949775,30673685;1155453,00059115
2019-04-11 00:00:00,000;4223212,237782;2820783,1693617;1402429,0684203
2019-04-12 00:00:00,000;4847273,321121;3246913,2592638;1600360,0618572
2019-04-13 00:00:00,000;4523854,3961805;2975762,5530732;1548091,8431073
2019-04-14 00:00:00,000;4715873,4144645;3123286,61081535;1592586,80364915
2019-04-15 00:00:00,000;4604857,923933;3322394,66888505;1282463,25504795
2019-04-16 00:00:00,000;3976964,11656;2889882,5880312;1087081,5285288
2019-04-17 00:00:00,000;3588310,991484;2686173,1005726;902137,8909114
2019-04-18 00:00:00,000;3043895,10417;2336834,8196064;707060,2845636
2019-04-19 00:00:00,000;3171234,470094;2586890,0163933;584344,4537007
2019-04-20 00:00:00,000;1709204,2582455;1134342,61318845;574861,64505705
2019-04-21 00:00:00,000;1579878,726516;1050464,06350875;529414,66300725
2019-04-22 00:00:00,000;1789186,665384;1238233,30631415;550953,35906985
2019-04-23 00:00:00,000;3181196,4154065;2626669,56468375;554526,85072275
2019-04-24 00:00:00,000;2720959,8811515;2284831,01767905;436128,86347245
2019-04-25 00:00:00,000;2356802,5287285;1991323,00501785;365479,52371065
2019-04-26 00:00:00,000;2601569,500218;2235700,6694271;365868,8307909
2019-04-27 00:00:00,000;2451383,4384675;2004497,73465705;446885,70381045
2019-04-28 00:00:00,000;2865773,9622465;2242270,14759315;623503,81465335
2019-04-29 00:00:00,000;3464321,508216;2674487,4421527;789834,0660633
2019-04-30 00:00:00,000;3121115,672655;2488540,8568626;632574,8157924
2019-05-01 00:00:00,000;1628234,6348406;1019684,1243781;608550,5104625
2019-05-02 00:00:00,000;3208933,9346452;2410414,53672538;798519,39791982
2019-05-03 00:00:00,000;3728777,0750368;2852143,42456464;876633,65047216
2019-05-04 00:00:00,000;3815702,483232;2807600,56162262;1008101,92160938
2019-05-05 00:00:00,000;3384334,7827172;2376604,1773748;1007730,6053424
2019-05-06 00:00:00,000;3760934,2529318;2717557,40899056;1043376,84394124
2019-05-07 00:00:00,000;3878628,8599512;2908770,61113002;969858,24882118
2019-05-08 00:00:00,000;3418605,0581464;2591342,32933758;827262,72880882
2019-05-09 00:00:00,000;3052346,489609;2379279,08784474;673067,40176426
2019-05-10 00:00:00,000;3242721,6858246;2596355,42344514;646366,26237946
2019-05-11 00:00:00,000;3126231,6221208;2317549,58781802;808682,03430278
2019-05-12 00:00:00,000;3135150,4738456;2358933,81642948;776216,65741612
2019-05-13 00:00:00,000;3360610,117654;2568489,85826316;792120,25939084
2019-05-14 00:00:00,000;3600711,4945362;2720877,97177608;879833,52276012
2019-05-15 00:00:00,000;3582231,2688702;2707624,59665082;874606,67221938
2019-05-16 00:00:00,000;3582722,3659458;2555952,46951192;1026769,89643388
2019-05-17 00:00:00,000;3264543,8009656;2570769,03807488;693774,76289072
2019-05-18 00:00:00,000;2887433,717367;2429855,05158378;457578,66578322
2019-05-19 00:00:00,000;2355437,0922514;1974718,15791862;380718,93433278
2019-05-20 00:00:00,000;2625837,3703592;2244122,189211;381715,1811482
2019-05-21 00:00:00,000;2492303,792352;2138634,71854518;353669,07380682
2019-05-22 00:00:00,000;2897838,3602476;2352067,13354762;545771,22669998
2019-05-23 00:00:00,000;2648511,4363516;2180497,1952274;468014,2411242
2019-05-24 00:00:00,000;2382947,9256426;2027849,216119;355098,7095236
2019-05-25 00:00:00,000;2608865,8315804;2162825,03323518;446040,79834522
2019-05-26 00:00:00,000;2420346,1297738;2031351,57937886;388994,55039494
2019-05-27 00:00:00,000;2685082,5590358;2325573,97273858;359508,58629722
2019-05-28 00:00:00,000;2623772,5507784;2225560,18758124;398212,36319716
2019-05-29 00:00:00,000;2404887,256717;1945359,367525;459527,889192
2019-05-30 00:00:00,000;2584426,7385014;2218279,1651725;366147,5733289
2019-05-31 00:00:00,000;2366237,62807;2064010,13319346;302227,49487654
2019-06-01 00:00:00,000;2123612,3714976;1857555,6129904;266056,7585072
2019-06-02 00:00:00,000;2104179,437962;1852427,83214992;251751,60581208
2019-06-03 00:00:00,000;2148958,8826712;1915436,26496772;233522,61770348
2019-06-04 00:00:00,000;2131891,478786;1901742,61684512;230148,86194088
2019-06-05 00:00:00,000;2131582,1800416;1920802,4288346;210779,751207
2019-06-06 00:00:00,000;1969850,3527364;1743614,9014472;226235,4512892
2019-06-07 00:00:00,000;2258309,9786912;2034670,47392276;223639,50476844
2019-06-08 00:00:00,000;1880867,785874;1646748,26711568;234119,51875832
2019-06-09 00:00:00,000;795267,9767964;574758,35614864;220509,62064776
2019-06-10 00:00:00,000;1428235,7854612;1203152,49706384;225083,28839736
2019-06-11 00:00:00,000;2200586,9426812;1983450,0222672;217136,920414
2019-06-12 00:00:00,000;2056828,5396844;1831921,5466752;224906,9930092
2019-06-13 00:00:00,000;1457820,879634;1236919,89553548;220900,98409852
2019-06-14 00:00:00,000;1747615,370316;1535866,36734324;211749,00297276
2019-06-15 00:00:00,000;2371996,6854708;2156744,31617448;215252,36929632
2019-06-16 00:00:00,000;2297669,5399388;2061554,06062392;236115,47931488
2019-06-17 00:00:00,000;2143633,3783444;1962544,14613248;181089,23221192
2019-06-18 00:00:00,000;2188794,2542704;1976639,9246378;212154,3296326
2019-06-19 00:00:00,000;2224047,1809064;2008667,08813884;215380,09276756
2019-06-20 00:00:00,000;2130859,5209212;1914210,28138476;216649,23953644
2019-06-21 00:00:00,000;2306434,5826336;2087695,91395488;218738,66867872
2019-06-22 00:00:00,000;2016681,5232232;1796827,99268168;219853,53054152
2019-06-23 00:00:00,000;678344,6013564;472135,6250262;206208,9763302
2019-06-24 00:00:00,000;741558,7973148;526361,22532596;215197,57198884
2019-06-25 00:00:00,000;661148,549782;453126,41657496;208022,13320704
2019-06-26 00:00:00,000;684116,2870568;483691,64663932;200424,64041748
2019-06-27 00:00:00,000;707323,6364368;490601,40989888;216722,22653792
2019-06-28 00:00:00,000;670017,025564;448686,96378216;221330,06178184
2019-06-29 00:00:00,000;574754,063224;372481,49095448;202272,57226952
2019-06-30 00:00:00,000;486492,2452;284973,46628628;201518,77891372
2019-07-01 00:00:00,000;708408,7575527;499656,47765868;208752,27989402
2019-07-02 00:00:00,000;734348,649267;503721,68572644;230626,96354056
2019-07-03 00:00:00,000;780241,5534869;525003,40328293;255238,15020397
2019-07-04 00:00:00,000;769059,3038106;521538,95992633;247520,34388427
2019-07-05 00:00:00,000;720133,1500838;490689,76813822;229443,38194558
2019-07-06 00:00:00,000;687339,7127878;440682,00443928;246657,70834852
2019-07-07 00:00:00,000;737295,9795618;450714,31437501;286581,66518679
2019-07-08 00:00:00,000;850999,7041539;541866,54658493;309133,15756897
2019-07-09 00:00:00,000;905522,4177756;581429,13049996;324093,28727564
2019-07-10 00:00:00,000;835757,9968845;542048,96655832;293709,03032618
2019-07-11 00:00:00,000;858474,7281949;620296,42850042;238178,29969448
2019-07-12 00:00:00,000;880028,50058;647674,90415475;232353,59642525
2019-07-13 00:00:00,000;880261,2328989;667283,1248281;212978,1080708
2019-07-14 00:00:00,000;998215,8723009;750921,9482374;247293,9240635
2019-07-15 00:00:00,000;1173383,1705768;902325,26989457;271057,90068223
2019-07-16 00:00:00,000;2497517,4545462;2211965,54749153;285551,90705467
2019-07-17 00:00:00,000;2282870,2106169;2011638,05244867;271232,15816823
2019-07-18 00:00:00,000;1896990,2422191;1664367,29612977;232622,94608933
2019-07-19 00:00:00,000;2077553,6640006;1851531,75584736;226021,90815324
2019-07-20 00:00:00,000;1914783,8560477;1704905,04559135;209878,81045635
2019-07-21 00:00:00,000;2070988,7006313;1850380,96686169;220607,73376961
2019-07-22 00:00:00,000;1244736,0400907;1037092,42673728;207643,61335342
2019-07-23 00:00:00,000;829838,0133501;640557,95384845;189280,05950165
2019-07-24 00:00:00,000;1768111,1219661;1573883,75839269;194227,36357341
2019-07-25 00:00:00,000;1912983,4855271;1721944,45905667;191039,02647043
2019-07-26 00:00:00,000;1751884,5678679;1568829,54454483;183055,02332307
2019-07-27 00:00:00,000;1953422,2691788;1770433,67774598;182988,59143282
2019-07-28 00:00:00,000;2003870,9470593;1809022,52830646;194848,41875284
2019-07-29 00:00:00,000;2227874,3734869;2031212,15002872;196662,22345818
2019-07-30 00:00:00,000;2231287,353038;2029015,1979348;202272,1551032
2019-07-31 00:00:00,000;2158343,3674437;1942771,7946299;215571,5728138
2019-08-01 00:00:00,000;1787933,565594;1578773,4337584;209160,1318356
2019-08-02 00:00:00,000;2117294,541648;1904271,7746888;213022,7669592
2019-08-03 00:00:00,000;1889787,845946;1674138,499539;215649,346407
2019-08-04 00:00:00,000;939059,578512;722692,9090062;216366,6695058
2019-08-05 00:00:00,000;2139762,959664;1915106,470464;224656,4892
2019-08-06 00:00:00,000;2070020,674986;1856611,210839;213409,464147
2019-08-07 00:00:00,000;2033835,180894;1820250,317853;213584,863041
2019-08-08 00:00:00,000;1788822,334332;1574708,3825418;214113,9517902
2019-08-09 00:00:00,000;2339858,26074;2120665,0961826;219193,1645574
2019-08-10 00:00:00,000;2138895,070224;1922954,035794;215941,03443
2019-08-11 00:00:00,000;2016789,994758;1794975,5129328;221814,4818252
2019-08-12 00:00:00,000;2100111,389904;1886801,1258162;213310,2640878
2019-08-13 00:00:00,000;2134115,957226;1901012,6036748;233103,3535512
2019-08-14 00:00:00,000;2196555,184296;1947679,7700426;248875,4142534
2019-08-15 00:00:00,000;2116449,718284;1873898,7958746;242550,9224094
2019-08-16 00:00:00,000;2255264,336952;2020356,98535;234907,351602
2019-08-17 00:00:00,000;2249513,133252;2026143,7882026;223369,3450494
2019-08-18 00:00:00,000;1828873,683912;1599160,4774838;229713,2064282
2019-08-19 00:00:00,000;2182045,198674;1953592,1675556;228453,0311184
2019-08-20 00:00:00,000;2102231,54691;1870837,0520928;231394,4948172
2019-08-21 00:00:00,000;2204385,733374;1958448,5002962;245937,2330778
2019-08-22 00:00:00,000;2000816,099832;1747780,779921;253035,319911
2019-08-23 00:00:00,000;2238944,232096;2017397,1142314;221547,1178646
2019-08-24 00:00:00,000;1997303,030316;1790178,2325108;207124,7978052
2019-08-25 00:00:00,000;1934854,163022;1725823,1196426;209031,0433794
2019-08-26 00:00:00,000;2150683,36098;1945238,1373722;205445,2236078
2019-08-27 00:00:00,000;2114316,146646;1913869,6054896;200446,5411564
2019-08-28 00:00:00,000;2263023,079152;2056163,9265156;206859,1526364
2019-08-29 00:00:00,000;1924490,605818;1729155,5607348;195335,0450832
2019-08-30 00:00:00,000;2313385,08588;2121511,26;191873,82588
2019-08-31 00:00:00,000;2085277,79592;1897102,8972852;188174,8986348
2019-09-01 00:00:00,000;2153780,110746;1944702,92613135;209077,18461465
2019-09-02 00:00:00,000;2337684,468834;2105214,29271384;232470,17612016
2019-09-03 00:00:00,000;2350879,027695;2101081,18543323;249797,84226177
2019-09-04 00:00:00,000;1363893,577992;1142062,91633181;221830,66166019
2019-09-05 00:00:00,000;2073054,183321;1818184,41646908;254869,76685192
2019-09-06 00:00:00,000;2273515,260357;1993222,91755884;280292,34279816
2019-09-07 00:00:00,000;2120268,507951;1827916,97502612;292351,53292488
2019-09-08 00:00:00,000;2397366,149706;2095076,08893858;302290,06076742
2019-09-09 00:00:00,000;2506968,783033;2113557,53057163;393411,25246137
2019-09-10 00:00:00,000;2517307,634325;2154130,8802596;363176,7540654
2019-09-11 00:00:00,000;2267406,906897;1932863,55356952;334543,35332748
2019-09-12 00:00:00,000;1968274,236951;1670477,81720589;297796,41974511
2019-09-13 00:00:00,000;2299727,514678;1997916,91126929;301810,60340871
2019-09-14 00:00:00,000;2261190,502131;1903166,94778584;358023,55434516
2019-09-15 00:00:00,000;2141031,035649;1801157,07680568;339873,95884332
2019-09-16 00:00:00,000;2556314,335839;2122456,54971075;433857,78612825
2019-09-17 00:00:00,000;3197355,502077;2644431,51240081;552923,98967619
2019-09-18 00:00:00,000;2903628,705813;2299833,39989403;603795,30591897
2019-09-19 00:00:00,000;2822064,519912;2186590,0732368;635474,4466752
2019-09-20 00:00:00,000;3099828,12546;2430589,3066026;669238,8188574
2019-09-21 00:00:00,000;2837343,955842;2279225,99660151;558117,95924049
2019-09-22 00:00:00,000;2654603,383014;2164952,13843414;489651,24457986
2019-09-23 00:00:00,000;2657030,283765;2207109,10086876;449921,18289624
2019-09-24 00:00:00,000;2530943,839677;2103351,40076259;427592,43891441
2019-09-25 00:00:00,000;2704417,521993;2173406,3240076;531011,1979854
2019-09-26 00:00:00,000;2425482,974277;1944796,82971563;480686,14456137
2019-09-27 00:00:00,000;2711992,861545;2197002,82230462;514990,03924038
2019-09-28 00:00:00,000;2493125,66877;1988930,61419976;504195,05457024
2019-09-29 00:00:00,000;2636777,145618;2058295,69872432;578481,44689368
2019-09-30 00:00:00,000;2712590,56464;2098499,62007433;614090,94456567
2019-10-01 00:00:00,000;2723182,734019;2094213,20518872;628969,52883028
2019-10-02 00:00:00,000;2708330,562421;1947549,32468954;760781,23773146
2019-10-03 00:00:00,000;3156070,301197;2292436,45203903;863633,84915797
2019-10-04 00:00:00,000;3394229,045097;2437606,40396779;956622,64112921
2019-10-05 00:00:00,000;3052588,151866;2030263,63284833;1022324,51901767
2019-10-06 00:00:00,000;3448766,804494;2291280,95232201;1157485,85217199
2019-10-07 00:00:00,000;3723208,095002;2526194,10863864;1197013,98636336
2019-10-08 00:00:00,000;3400897,537004;2317904,37363705;1082993,16336695
2019-10-09 00:00:00,000;3277002,094905;2347104,84358801;929897,25131699
2019-10-10 00:00:00,000;3026851,301474;2117887,85895698;908963,44251702
2019-10-11 00:00:00,000;3141963,797115;2292225,36807418;849738,42904082
2019-10-12 00:00:00,000;2621262,794227;1992589,82381525;628672,97041175
2019-10-13 00:00:00,000;2269038,564958;1795130,97169351;473907,59326449
2019-10-14 00:00:00,000;2501291,82479;2076032,44358653;425259,38120347
2019-10-15 00:00:00,000;2600210,678131;2136189,80789566;464020,87023534
2019-10-16 00:00:00,000;2840391,435959;2159969,73659192;680421,69936708
2019-10-17 00:00:00,000;2694151,816334;2055918,47864469;638233,33768931
2019-10-18 00:00:00,000;2911686,94179;2289927,97872003;621758,96306997
2019-10-19 00:00:00,000;2974038,584759;2249667,94267347;724370,64208553
2019-10-20 00:00:00,000;3078505,007589;2458286,98094529;620218,02664371
2019-10-21 00:00:00,000;2847697,170725;2209088,52320959;638608,64751541
2019-10-22 00:00:00,000;3046368,132049;2352552,48540246;693815,64664654
2019-10-23 00:00:00,000;3238490,683483;2496871,26824124;741619,41524176
2019-10-24 00:00:00,000;2869738,021502;2169581,32048064;700156,70102136
2019-10-25 00:00:00,000;3041137,272855;2351806,15969398;689331,11316102
2019-10-26 00:00:00,000;2906996,928055;2228403,54022319;678593,38783181
2019-10-27 00:00:00,000;3276136,614388;2342113,65265394;934022,96173406
2019-10-28 00:00:00,000;3747806,805952;2668779,56713786;1079027,23881414
2019-10-29 00:00:00,000;4313684,909919;2987388,78555326;1326296,12436574
2019-10-30 00:00:00,000;4462203,218363;2882176,34851289;1580026,86985011
2019-10-31 00:00:00,000;4641991,733676;2932320,21387316;1709671,51980284
2019-11-01 00:00:00,000;3363776,2509324;1703280,02493738;1660496,22599502
2019-11-02 00:00:00,000;2562272,979162;1420240,11374388;1142032,86541812
2019-11-03 00:00:00,000;2581501,3219038;1517130,42580782;1064370,89609598
2019-11-04 00:00:00,000;4091499,1454322;2972309,52436848;1119189,62106372
2019-11-05 00:00:00,000;4363365,4048518;3176078,11282902;1187287,29202278
2019-11-06 00:00:00,000;4199113,1096322;2927001,99338148;1272111,11625072
2019-11-07 00:00:00,000;3785301,321951;2511271,4362107;1274029,8857403
2019-11-08 00:00:00,000;4005392,3498808;2631897,93084456;1373494,41903624
2019-11-09 00:00:00,000;4076334,387072;2611394,56361862;1464939,82345338
2019-11-10 00:00:00,000;4317300,7360908;2677494,92416704;1639805,81192376
2019-11-11 00:00:00,000;5037941,322744;3137868,85630188;1900072,46644212
2019-11-12 00:00:00,000;3675672,2933232;1921100,26718748;1754572,02613572
2019-11-13 00:00:00,000;3291460,436793;1542359,72119842;1749100,71559458
2019-11-14 00:00:00,000;3364655,036685;1663351,43004198;1701303,60664302
